 Location:  0N 156E  17 Mar 1998 to  1 Mar 2014 ( 5829 times, 10 blocks) Gen. Date Mar  3 2014
 Units: Sea Level Pressure (hPa),  -9.90 = missing
 Time: 1200 17 Mar 1998 to 1200 18 Jun 1998 (index     1 to    94,   94 times)
 Depth (M):        -2 QUALITY and SOURCE
 YYYYMMDD HHMM    SLP Q S
 20010720 1200 1008.6 1 1
 20010721 1200 1008.8 1 1
 20010722 1200 1008.6 1 1
 20010723 1200 1008.1 1 1
 20010724 1200 1008.6 1 1
 20010725 1200 1009.3 1 1
 20010726 1200 1009.2 1 1
 20010727 1200 1008.9 1 1
 20010728 1200 1009.0 1 1
 20010729 1200 1009.2 1 1
 20010730 1200 1008.7 1 1
 20010731 1200 1007.8 1 1
 20010801 1200 1007.6 1 1
 20010802 1200 1008.3 1 1
 20010803 1200 1009.5 1 1
 20010804 1200 1009.9 1 1
 20010805 1200 1008.5 1 1
 20010806 1200 1008.1 1 1
 20010807 1200 1008.7 1 1
 20010808 1200 1009.0 1 1
 20010809 1200 1008.8 1 1
 20010810 1200 1008.3 1 1
 20010811 1200 1007.0 1 1
 20010812 1200 1007.1 1 1
 20010813 1200 1007.6 1 1
 20010814 1200 1008.1 1 1
 Time: 1200  9 Mar 2002 to 1200  8 Feb 2003 (index  1454 to  1790,  337 times)
 Depth (M):        -2 QUALITY and SOURCE
 YYYYMMDD HHMM    SLP Q S
 20020309 1200 1009.2 1 1
 20020310 1200 1009.1 1 1
 20020311 1200 1009.7 1 1
 20020312 1200 1009.8 1 1
 20020313 1200 1009.0 1 1
 20020314 1200 1008.6 1 1
 20020315 1200 1008.4 1 1
 20020316 1200 1009.1 1 1
 20020317 1200 1009.9 1 1
 20020318 1200 1009.8 1 1
 20020319 1200 1008.4 1 1
 20020320 1200 1007.6 1 1
 20020321 1200 1006.8 1 1
 20020322 1200 1006.7 1 1
 20020323 1200 1007.2 1 1
 20020324 1200 1007.2 1 1
 20020325 1200 1007.1 1 1
 20020326 1200 1006.2 1 1
 20020327 1200 1006.4 1 1
 20020328 1200 1007.0 1 1
 20020329 1200 1006.9 1 1
 20020330 1200 1007.0 1 1
 20020331 1200 1008.0 1 1
 20020401 1200 1009.0 1 1
 20020402 1200 1007.5 1 1
 20020403 1200 1007.1 1 1
 20020404 1200 1008.1 1 1
 20020405 1200 1009.7 1 1
 20020406 1200 1011.0 1 1
 20020407 1200 1010.2 1 1
 20020408 1200 1009.8 1 1
 20020409 1200 1009.4 1 1
 20020410 1200 1009.6 1 1
 20020411 1200 1010.0 1 1
 20020412 1200 1009.9 1 1
 20020413 1200 1008.8 1 1
 20020414 1200 1008.7 1 1
 20020415 1200 1008.5 1 1
 20020416 1200 1008.3 1 1
 20020417 1200 1008.5 1 1
 20020418 1200 1008.8 1 1
 20020419 1200 1009.2 1 1
 20020420 1200 1007.7 1 1
 20020421 1200 1007.1 1 1
 20020422 1200 1008.0 1 1
 20020423 1200 1007.6 1 1
 20020424 1200 1007.4 1 1
 20020425 1200 1007.5 1 1
 20020426 1200 1007.4 1 1
 20020427 1200 1007.6 1 1
