 Location:  2S 125W   5 Nov 1991 to 23 May 2012 ( 7506 times,  6 blocks) Gen. Date Nov 24 2013
 Units: Winds (M/S), W. Dir (DEG), -99.9 = missing, (1,1) is NE at sqrt(2) m/s
 Time: 1200  5 Nov 1991 to 1200 26 Aug 1996 (index     1 to  1757, 1757 times)
 Depth (M):       -4    -4    -4    -4 QUALITY and SOURCE
 YYYYMMDD HHMM  UWND  VWND  WSPD  WDIR SD SD
 20090715 1200  -7.2   0.7   7.3 275.2 11 55
 20090716 1200  -7.7   2.8   8.2 290.1 11 55
 20090717 1200  -7.0   3.0   7.7 293.1 11 55
 20090718 1200  -5.6   3.9   6.8 304.6 11 55
 20090719 1200  -6.0   1.4   6.1 283.2 11 55
 20090720 1200  -7.5   2.5   7.8 288.3 11 55
 20090721 1200  -7.4   5.4   9.2 306.2 11 55
 20090722 1200  -7.4   3.2   8.1 293.4 11 55
 20090723 1200  -7.3   1.7   7.5 282.8 11 55
 20090724 1200  -7.6   2.1   7.9 285.4 11 55
 20090725 1200  -6.8   4.8   8.3 305.2 11 55
 20090726 1200  -6.5   3.6   7.5 299.1 11 55
 20090727 1200  -7.2   3.3   7.9 294.8 11 55
 20090728 1200  -7.6   2.9   8.2 290.8 11 55
 20090729 1200  -7.9   2.5   8.3 287.5 11 55
 20090730 1200  -7.2   3.2   7.8 294.3 11 55
 20090731 1200  -7.5   1.5   7.7 281.1 11 55
 20090801 1200  -7.8   2.3   8.1 286.2 11 55
 20090802 1200  -6.8   3.6   7.7 297.6 11 55
 20090803 1200  -6.5   4.0   7.6 302.0 11 55
 20090804 1200  -7.2   3.9   8.2 298.4 11 55
 20090805 1200  -7.7   3.4   8.4 294.0 11 55
 20090806 1200  -7.5   3.3   8.2 293.5 11 55
 20090807 1200  -7.5   3.5   8.2 294.9 11 55
 20090808 1200  -7.0   1.4   7.1 281.5 11 55
 20090809 1200  -7.0   2.3   7.3 288.5 11 55
 20090810 1200  -7.8   2.9   8.4 290.5 11 55
 20090811 1200  -6.7   3.1   7.4 295.0 11 55
 20090812 1200  -4.9   3.3   5.9 304.0 11 55
 20090813 1200  -6.3   2.1   6.7 288.5 11 55
 20090814 1200  -6.9   2.0   7.2 286.6 11 55
 20090815 1200  -6.2   1.1   6.2 279.7 11 55
 20090816 1200  -6.1   2.0   6.4 288.4 11 55
 20090817 1200  -5.8   2.4   6.3 292.4 11 55
 20090818 1200  -4.7   2.5   5.3 298.7 11 55
 20090819 1200  -6.3   0.2   6.3 272.2 11 55
 20090820 1200  -6.6   0.0   6.6 270.1 11 55
 20090821 1200  -7.5   0.8   7.5 276.0 11 55
 20090822 1200  -6.6   1.6   6.8 283.3 11 55
 20090823 1200  -6.3   2.0   6.6 287.7 11 55
 20090824 1200  -4.2   3.3   5.3 308.4 11 55
 20090825 1200  -4.4  -0.2   4.4 266.8 11 55
 20090826 1200  -4.4   1.4   4.6 287.5 11 55
 20090827 1200  -5.4   1.9   5.7 289.6 11 55
 20090828 1200  -5.3   0.8   5.4 278.8 11 55
 20090829 1200  -5.8   0.3   5.8 272.9 11 55
 20090830 1200  -5.2   2.9   6.0 298.8 11 55
 20090831 1200  -6.1   0.8   6.2 277.3 11 55
 20090901 1200  -5.8   1.7   6.1 286.6 11 55
 20090902 1200  -6.2   2.8   6.8 294.3 11 55
 20090903 1200  -6.2   2.3   6.6 290.4 11 55
 20090904 1200  -7.2   0.6   7.3 274.4 11 55
 20090905 1200  -5.8   1.2   5.9 281.7 11 55
 20090906 1200  -6.8   2.1   7.1 287.5 11 55
 20090907 1200  -5.8   3.8   6.9 303.0 11 55
 20090908 1200  -6.1   3.9   7.2 302.9 11 55
 20090909 1200  -6.4   3.5   7.3 299.0 11 55
 20090910 1200  -6.1   2.4   6.5 291.5 11 11
 20090911 1200  -6.8   2.2   7.1 288.0 11 55
 20090912 1200  -6.2   4.4   7.6 305.2 11 55
 20090913 1200 -99.9 -99.9 -99.9 -99.9 00 00
 20090914 1200  -7.2   3.4   8.0 295.2 11 11
 20090915 1200  -7.8   2.5   8.2 287.8 11 11
 20090916 1200  -8.4   1.2   8.5 278.2 11 11
 20090917 1200  -7.6   1.1   7.7 278.0 11 11
 20090918 1200  -6.8   2.1   7.2 287.4 11 11
 20090919 1200  -7.2   2.6   7.6 289.9 11 11
 20090920 1200  -7.5   0.8   7.5 276.5 11 11
 20090921 1200  -7.2   1.4   7.3 281.1 11 11
 20090922 1200  -7.0   2.2   7.4 287.2 11 11
 20090923 1200  -6.8   2.3   7.2 289.0 11 11
 20090924 1200  -5.8   1.2   6.0 281.4 11 11
 20090925 1200  -6.5   0.9   6.5 277.8 11 11
 20090926 1200  -7.0   1.4   7.1 281.1 11 11
 20090927 1200  -7.4   1.0   7.5 278.0 11 11
 20090928 1200  -7.6   0.9   7.7 276.6 11 11
 20090929 1200  -6.8   2.1   7.2 287.4 11 11
 20090930 1200  -6.8   2.1   7.2 287.4 11 11
 20091001 1200  -7.2   2.4   7.6 288.5 11 11
 20091002 1200  -6.8   2.3   7.2 289.0 11 11
 20091003 1200  -7.1  -0.8   7.2 263.6 11 11
 20091004 1200  -7.0  -1.2   7.1 260.1 11 11
 20091005 1200  -6.6   0.3   6.6 272.6 11 11
 20091006 1200  -6.2   1.1   6.3 279.5 11 11
 20091007 1200  -5.9   3.0   6.6 296.9 11 11
 20091008 1200  -5.9   1.8   6.2 286.9 11 11
 20091009 1200  -7.8   0.1   7.8 270.8 11 11
 20091010 1200  -5.7  -0.5   5.7 265.5 11 11
 20091011 1200  -5.5   0.9   5.6 279.5 11 11
 20091012 1200  -5.4   2.5   6.0 294.9 11 11
 20091013 1200  -4.5   1.0   4.6 282.0 11 11
 20091014 1200  -5.0   0.0   5.0 270.4 11 11
 20091015 1200  -2.7   2.3   3.5 310.5 11 11
 20091016 1200  -2.3   2.4   3.3 317.1 11 11
 20091017 1200  -5.1   2.1   5.5 292.0 11 11
 20091018 1200  -6.0   1.2   6.1 281.4 11 11
 20091019 1200  -6.1   1.0   6.1 279.5 11 11
 20091020 1200  -5.8   1.6   6.0 285.2 11 11
 20091021 1200  -6.7   1.9   7.0 286.0 11 11
 20091022 1200  -4.2  -0.5   4.2 262.8 11 11
 20091023 1200  -4.5  -1.7   4.8 249.8 11 11
 20091024 1200  -4.9  -0.2   4.9 267.7 11 11
 20091025 1200  -5.0   1.2   5.2 283.9 11 11
 20091026 1200  -5.3   1.9   5.7 289.6 11 11
 20091027 1200  -4.4   1.4   4.6 286.9 11 11
 20091028 1200  -6.0   0.0   6.0 270.0 11 11
 20091029 1200  -5.0   0.0   5.0 270.4 11 11
 20091030 1200  -3.7   1.0   3.9 285.5 11 11
 20091031 1200  -4.1   1.9   4.6 294.8 11 11
 20091101 1200  -3.3   2.0   3.9 300.8 11 11
 20091102 1200  -4.5  -1.3   4.7 254.0 11 11
 20091103 1200  -3.5  -1.1   3.6 252.9 11 11
 20091104 1200  -4.2   1.3   4.4 287.3 11 11
 20091105 1200  -4.9   2.0   5.3 292.5 11 11
 20091106 1200  -5.6  -0.9   5.7 261.1 11 11
 20091107 1200  -5.8   0.0   5.8 269.7 11 11
 20091108 1200  -6.0   1.6   6.2 285.0 11 11
 20091109 1200  -6.3   1.7   6.5 284.7 11 11
 20091110 1200  -7.3   1.6   7.5 282.5 11 11
 20091111 1200  -6.6   0.3   6.6 272.6 11 11
 20091112 1200  -5.5   1.1   5.6 281.6 11 11
 20091113 1200  -5.3   1.1   5.4 281.6 11 11
 20091114 1200  -6.4   0.3   6.4 272.4 11 11
 20091115 1200  -6.7   0.5   6.7 274.5 11 11
 20091116 1200  -7.7   0.7   7.7 275.1 11 11
 20091117 1200  -7.6   0.9   7.7 276.6 11 11
 20091118 1200  -8.2   1.2   8.3 278.1 11 11
 20091119 1200  -6.5   0.9   6.5 277.8 11 11
 20091120 1200  -7.3   3.0   7.9 292.5 11 11
 20091121 1200  -6.2   3.4   7.1 298.9 11 11
 20091122 1200  -5.9   2.0   6.2 288.7 11 11
 20091123 1200  -6.0   2.4   6.5 291.8 11 11
 20091124 1200  -6.2   3.6   7.2 300.4 11 11
 20091125 1200  -6.5   2.9   7.1 293.9 11 11
 20091126 1200  -5.8   1.6   6.0 285.2 11 11
 20091127 1200  -5.0   2.6   5.7 297.9 11 11
 20091128 1200  -5.3   1.9   5.7 289.6 11 11
 20091129 1200  -6.7   0.7   6.7 276.1 11 11
 20091130 1200  -7.0   1.4   7.1 281.1 11 11
 20091201 1200  -6.7   2.7   7.3 292.0 11 11
 20091202 1200  -5.2   3.7   6.4 305.3 11 11
 20091203 1200  -5.3   3.1   6.1 300.3 11 11
 20091204 1200  -5.0   1.6   5.2 288.2 11 11
 20091205 1200  -4.4   3.8   5.8 310.5 11 11
 20091206 1200  -3.3   2.4   4.0 306.1 11 11
 20091207 1200  -4.3  -0.5   4.4 263.6 11 11
 20091208 1200  -6.8   1.5   6.9 282.8 11 11
 20091209 1200  -7.1   2.0   7.3 285.7 11 11
 20091210 1200  -7.3   1.6   7.5 282.5 11 11
 20091211 1200  -7.9   1.9   8.1 283.7 11 11
 20091212 1200  -8.1   1.8   8.3 282.2 11 11
 20091213 1200  -7.8   2.3   8.1 286.4 11 11
 20091214 1200  -7.6   2.5   8.0 288.0 11 11
 20091215 1200  -7.0   2.4   7.4 288.7 11 11
 20091216 1200  -5.2   2.5   5.8 295.4 11 11
 20091217 1200  -3.7   2.0   4.2 298.8 11 11
 20091218 1200  -4.8   2.8   5.5 300.5 11 11
 20091219 1200  -3.3   2.0   3.9 300.8 11 11
 20091220 1200  -6.0  -0.8   6.0 262.3 11 11
 20091221 1200  -7.1  -0.8   7.2 263.6 11 11
 20091222 1200  -7.2   1.0   7.3 277.9 11 11
 20091223 1200  -7.1   1.6   7.3 282.6 11 11
 20091224 1200  -6.9   3.1   7.5 294.6 11 11
 20091225 1200  -6.2   1.6   6.4 284.9 11 11
 20091226 1200  -6.6   1.1   6.7 279.5 11 11
 20091227 1200  -7.7   2.9   8.2 290.5 11 11
 20091228 1200  -7.3   0.8   7.3 276.4 11 11
 20091229 1200  -6.9   1.6   7.1 282.7 11 11
 20091230 1200  -6.0   3.6   7.0 301.0 11 11
 20091231 1200  -7.9   2.7   8.4 289.0 11 11
 20100101 1200  -7.3   2.6   7.8 289.7 11 11
 20100102 1200  -6.0   4.6   7.6 307.4 11 11
 20100103 1200  -6.6   4.5   8.0 304.2 11 11
 20100104 1200  -6.8   2.3   7.2 289.0 11 11
 20100105 1200  -7.3   2.0   7.5 285.5 11 11
 20100106 1200  -6.4   3.7   7.4 299.9 11 11
 20100107 1200  -6.8   3.5   7.7 297.5 11 11
 20100108 1200  -7.7   1.5   7.9 280.9 11 11
 20100109 1200  -7.3   1.4   7.5 281.0 11 11
 20100110 1200  -8.0   1.1   8.1 278.1 11 11
 20100111 1200  -7.4   1.2   7.5 279.5 11 11
 20100112 1200  -7.1   3.0   7.7 292.8 11 11
 20100113 1200  -6.7   1.7   6.9 284.4 11 11
 20100114 1200  -5.6   3.7   6.7 303.8 11 11
 20100115 1200  -6.2   3.6   7.2 300.4 11 11
 20100116 1200  -6.5   4.1   7.7 302.1 11 11
 20100117 1200  -6.5   2.7   7.1 292.4 11 11
 20100118 1200  -7.9   2.7   8.4 289.0 11 11
 20100119 1200  -7.5   3.0   8.1 292.2 11 11
 20100120 1200  -6.7   4.3   7.9 302.9 11 11
 20100121 1200  -5.5   4.5   7.1 309.6 11 11
 20100122 1200  -5.7   4.3   7.2 307.5 11 11
 20100123 1200  -5.8   3.4   6.8 300.1 11 11
 20100124 1200  -5.4   3.9   6.6 306.1 11 11
 20100125 1200  -5.8   3.4   6.8 300.1 11 11
 20100126 1200  -6.5   2.9   7.1 293.9 11 11
 20100127 1200  -7.3   2.0   7.5 285.5 11 11
 20100128 1200  -7.6   3.7   8.4 295.8 11 11
 20100129 1200  -6.3   3.0   7.0 295.9 11 11
 20100130 1200  -6.7   3.1   7.4 295.0 11 11
 20100131 1200  -6.9   2.8   7.5 291.7 11 11
 20100201 1200  -7.5   2.0   7.7 285.4 11 11
 20100202 1200  -7.4   2.4   7.8 288.2 11 11
 20100203 1200  -5.9   1.8   6.2 286.9 11 11
 20100204 1200  -5.7   0.9   5.8 279.5 11 11
 20100205 1200  -6.8   1.1   6.9 279.5 11 11
 20100206 1200  -7.2   1.0   7.3 277.9 11 11
 20100207 1200  -6.7   1.7   6.9 284.4 11 11
 20100208 1200  -5.6   0.1   5.6 271.4 11 11
 20100209 1200  -5.4  -0.7   5.4 262.4 11 11
 20100210 1200  -5.4   2.3   5.9 293.1 11 11
 20100211 1200  -6.2   2.2   6.6 289.8 11 11
 20100212 1200  -6.7   0.5   6.7 274.5 11 11
 20100213 1200  -5.4   1.5   5.6 285.6 11 11
 20100214 1200  -6.4   2.7   6.9 292.7 11 11
 20100215 1200  -4.8   3.8   6.1 308.6 11 11
 20100216 1200  -4.8   4.0   6.2 310.1 11 11
 20100217 1200  -3.6   1.8   4.0 297.0 11 11
 20100218 1200  -3.8   1.4   4.1 290.8 11 11
 20100219 1200  -4.0   5.1   6.4 322.0 11 11
 20100220 1200  -3.6   4.6   5.9 321.8 11 11
 20100221 1200  -3.9   3.5   5.2 312.0 11 11
 20100222 1200  -3.5   2.2   4.1 302.3 11 11
 20100223 1200  -5.0   2.8   5.7 299.8 11 11
 20100224 1200  -5.5   4.3   7.0 308.2 11 11
 20100225 1200  -6.3   1.9   6.6 286.4 11 11
 20100226 1200  -7.0   2.4   7.4 288.7 11 11
 20100227 1200  -5.5   3.9   6.8 305.3 11 11
 20100228 1200  -6.0   3.6   7.0 301.0 11 11
 20100301 1200  -6.9   3.0   7.5 293.2 11 11
 20100302 1200  -6.6   2.3   7.0 289.2 11 11
 20100303 1200  -4.7   4.2   6.3 311.7 11 11
 20100304 1200  -5.7   4.3   7.2 307.5 11 11
 20100305 1200  -5.3   3.1   6.1 300.3 11 11
 20100306 1200  -4.7   4.6   6.5 314.6 11 11
 20100307 1200  -5.4   3.5   6.5 302.9 11 11
 20100308 1200  -4.7   2.0   5.1 293.0 11 11
 20100309 1200  -4.2   2.9   5.1 305.1 11 11
 20100310 1200  -3.3   2.0   3.9 300.8 11 11
 20100311 1200  -2.1   1.0   2.4 294.8 11 11
 20100312 1200  -4.8   3.4   5.9 305.2 11 11
 20100313 1200  -4.1   0.9   4.2 282.2 11 11
 20100314 1200  -2.5   3.5   4.2 324.5 11 11
 20100315 1200  -4.3   3.1   5.3 306.1 11 11
 20100316 1200  -4.9   2.0   5.3 292.5 11 11
 20100317 1200  -5.2   2.3   5.7 293.5 11 11
 20100318 1200  -5.5   4.1   6.9 306.8 11 11
 20100319 1200  -4.5   3.0   5.4 303.2 11 11
 20100320 1200  -6.5   1.9   6.8 286.2 11 11
 20100321 1200  -5.1   0.8   5.2 279.5 11 11
 20100322 1200  -5.1   2.1   5.5 292.0 11 11
 20100323 1200  -7.5   4.0   8.5 298.4 11 11
 20100324 1200  -5.6   2.5   6.2 294.4 11 11
 20100325 1200  -3.7   1.0   3.9 285.5 11 11
 20100326 1200  -4.0   1.5   4.3 290.3 11 11
 20100327 1200  -5.7   3.4   6.6 300.7 11 11
 20100328 1200  -5.0   3.5   6.1 304.4 11 11
 20100329 1200  -4.2   2.7   5.0 303.0 11 11
 20100330 1200  -3.7   3.4   5.0 313.2 11 11
 20100331 1200  -3.8   5.0   6.3 323.2 11 11
 20100401 1200  -5.9   4.0   7.2 303.9 11 11
 20100402 1200  -5.2   5.7   7.7 317.2 11 11
 20100403 1200  -5.0   3.8   6.3 307.7 11 11
 20100404 1200  -5.0   5.0   7.1 315.4 11 11
 20100405 1200  -5.6   4.5   7.2 308.9 11 11
 20100406 1200  -5.6   3.5   6.6 302.2 11 11
 20100407 1200  -5.2   3.9   6.5 306.9 11 11
 20100408 1200  -4.6   2.6   5.3 299.3 11 11
 20100409 1200  -5.0   2.5   5.6 296.0 11 11
 20100410 1200  -5.5   2.1   5.9 291.2 11 11
 20100411 1200  -5.9   1.8   6.2 286.9 11 11
 20100412 1200  -4.8   3.4   5.9 305.2 11 11
 20100413 1200  -3.8   2.7   4.7 305.0 11 11
 20100414 1200  -4.8   2.6   5.5 298.6 11 11
 20100415 1200  -6.8   4.3   8.1 302.3 11 11
 20100416 1200  -6.5   3.1   7.2 295.4 11 11
 20100417 1200  -4.6   3.6   5.9 307.8 11 11
 20100418 1200  -4.5   4.6   6.4 315.7 11 11
 20100419 1200  -6.0   4.8   7.7 308.7 11 11
 20100420 1200 -99.9 -99.9 -99.9 -99.9 00 00
 20100421 1200 -99.9 -99.9 -99.9 -99.9 00 00
 20100422 1200  -4.9   3.0   5.8 301.7 11 11
 20100423 1200  -7.3   1.4   7.5 281.0 11 11
 20100424 1200  -7.1   4.2   8.2 300.5 11 11
 20100425 1200  -7.2   4.4   8.5 301.3 11 11
 20100426 1200  -6.0   3.4   6.9 299.5 11 11
 20100427 1200  -5.3   2.9   6.1 298.5 11 11
 20100428 1200  -4.1   4.1   5.8 314.8 11 11
 20100429 1200  -4.6   3.6   5.9 307.8 11 11
 20100430 1200  -4.0   4.1   5.7 316.0 11 11
 20100501 1200  -2.6   4.1   4.8 327.9 11 11
 20100502 1200  -3.6   2.8   4.6 308.3 11 11
 20100503 1200  -4.2   2.5   4.9 300.9 11 11
 20100504 1200  -4.6   1.6   4.8 289.0 11 11
 20100505 1200  -4.9   3.2   5.9 303.5 11 11
 20100506 1200  -5.8   3.8   6.9 303.1 11 11
 20100507 1200  -6.8   2.5   7.2 290.5 11 11
 20100508 1200  -4.9   2.0   5.3 292.5 11 11
 20100509 1200  -5.6   2.4   6.1 292.6 11 11
 20100510 1200  -6.3   3.0   7.0 295.9 11 11
 20100511 1200  -5.6   2.5   6.2 294.4 11 11
 20100512 1200  -5.7   3.2   6.5 299.0 11 11
 20100513 1200  -5.0   3.5   6.1 304.4 11 11
 20100514 1200  -5.5   2.1   5.9 291.2 11 11
 20100515 1200  -6.3   2.9   6.9 294.3 11 11
 20100516 1200  -6.8   2.3   7.2 289.0 11 11
 20100517 1200  -5.1   3.1   6.0 300.9 11 11
 20100518 1200  -6.5   2.1   6.8 287.9 11 11
 20100519 1200  -7.0   2.6   7.4 290.2 11 11
 20100520 1200  -5.8   3.6   6.8 301.6 11 11
 20100521 1200  -7.0   3.4   7.8 295.6 11 11
 20100522 1200  -7.0   3.8   7.9 298.4 11 11
 20100523 1200  -6.4   2.7   6.9 292.7 11 11
 20100524 1200  -4.8   1.2   5.0 284.1 11 11
 20100525 1200  -5.5   0.9   5.6 279.5 11 11
 20100526 1200  -4.6   1.4   4.8 286.6 11 11
 20100527 1200  -3.6   2.8   4.6 308.3 11 11
 20100528 1200  -4.7   3.0   5.6 302.4 11 11
 20100529 1200  -5.9   4.0   7.2 303.9 11 11
 20100530 1200  -5.4   2.5   6.0 294.9 11 11
 20100531 1200  -5.8   3.8   6.9 303.1 11 11
 20100601 1200  -6.0   2.4   6.5 291.8 11 11
 20100602 1200  -5.2   2.9   5.9 299.1 11 11
 20100603 1200  -5.6   2.5   6.2 294.4 11 11
 20100604 1200  -5.3   1.7   5.6 287.6 11 11
 20100605 1200  -4.9  -0.4   4.9 265.5 11 11
 20100606 1200  -4.1   2.1   4.6 297.1 11 11
 20100607 1200  -3.8   1.6   4.1 293.5 11 11
 20100608 1200  -5.1   0.7   5.2 277.3 11 11
 20100609 1200  -3.7   0.8   3.8 282.5 11 11
 20100610 1200  -5.4   0.1   5.4 271.1 11 11
 20100611 1200  -4.0   1.9   4.4 295.4 11 11
 20100612 1200  -4.4   1.6   4.7 289.4 11 11
 20100613 1200  -4.9   2.2   5.3 294.6 11 11
 20100614 1200  -4.9   2.0   5.3 292.5 11 11
 20100615 1200  -4.5   0.8   4.6 279.5 11 11
 20100616 1200  -6.7   1.9   7.0 286.0 11 11
 20100617 1200  -6.7   1.9   7.0 286.0 11 11
 20100618 1200  -6.3   1.9   6.6 286.4 11 11
 20100619 1200  -6.4   1.3   6.5 281.2 11 11
 20100620 1200  -6.4   3.7   7.4 299.9 11 11
 20100621 1200  -6.5   3.9   7.6 300.8 11 11
 20100622 1200  -7.8   2.1   8.1 285.1 11 11
 20100623 1200  -7.7  -0.9   7.8 263.4 11 11
 20100624 1200  -7.1  -0.4   7.1 266.6 11 11
 20100625 1200  -5.4   0.1   5.4 271.1 11 11
 20100626 1200  -4.8  -0.6   4.8 262.6 11 11
 20100627 1200  -4.6   0.4   4.6 274.5 11 11
 20100628 1200  -1.7   0.3   1.7 279.5 11 11
 20100629 1200  -4.3   0.9   4.4 282.1 11 11
 20100630 1200  -4.8   0.4   4.8 274.7 11 11
 20100701 1200  -4.5  -0.3   4.5 266.7 11 11
 20100702 1200  -4.6   0.4   4.6 274.5 11 11
 20100703 1200  -3.6   1.8   4.0 297.0 11 11
 20100704 1200  -3.1   1.3   3.3 293.5 11 11
 20100705 1200  -5.0  -0.6   5.0 263.2 11 11
 20100706 1200  -4.8   1.2   5.0 284.1 11 11
 20100707 1200  -4.9   1.0   5.0 281.8 11 11
 20100708 1200  -5.6   2.4   6.1 292.6 11 11
 20100709 1200  -5.5   3.3   6.4 301.3 11 11
 20100710 1200  -5.9   3.0   6.6 296.9 11 11
 20100711 1200  -6.4   2.3   6.8 289.5 11 11
 20100712 1200  -6.2   3.6   7.2 300.4 11 11
 20100713 1200  -5.5   3.3   6.4 301.3 11 11
 20100714 1200  -4.4   2.8   5.2 302.1 11 11
 20100715 1200  -5.3   3.3   6.2 302.0 11 11
 20100716 1200  -5.3   1.9   5.7 289.6 11 11
 20100717 1200  -6.4   1.1   6.5 279.5 11 11
 20100718 1200  -6.9   1.6   7.1 282.7 11 11
 20100719 1200  -6.0   3.8   7.1 302.5 11 11
 20100720 1200  -5.7   3.2   6.5 299.0 11 11
 20100721 1200  -4.8   1.4   5.0 286.3 11 11
 20100722 1200  -6.5   0.7   6.5 276.0 11 11
 20100723 1200  -6.4   1.1   6.5 279.5 11 11
 20100724 1200  -5.6   1.1   5.8 281.5 11 11
 20100725 1200  -3.7   1.2   3.9 288.5 11 11
 20100726 1200  -3.9  -0.2   3.9 267.6 11 11
 20100727 1200  -4.4  -0.7   4.4 261.1 11 11
 20100728 1200  -6.0   1.2   6.1 281.4 11 11
 20100729 1200  -6.7   3.1   7.4 295.0 11 11
 20100730 1200  -7.2   3.8   8.1 297.9 11 11
 20100731 1200  -6.8   2.5   7.2 290.5 11 11
 20100801 1200  -5.1   0.8   5.2 279.5 11 11
 20100802 1200  -3.8   0.4   3.8 276.5 11 11
 20100803 1200  -3.5   1.2   3.7 289.0 11 11
 20100804 1200  -3.4   1.8   3.8 297.9 11 11
 20100805 1200  -3.6   2.4   4.4 303.7 11 11
 20100806 1200  -3.3   1.0   3.5 286.2 11 11
 20100807 1200  -4.8   1.2   5.0 284.1 11 11
 20100808 1200  -4.5   1.1   4.6 284.5 11 11
 20100809 1200  -3.8   1.9   4.2 296.2 11 11
 20100810 1200  -3.5   1.2   3.7 289.0 11 11
 20100811 1200  -4.6   0.6   4.6 277.0 11 11
 20100812 1200  -4.6   0.6   4.6 277.0 11 11
 20100813 1200  -4.0   1.9   4.4 295.4 11 11
 20100814 1200  -5.9   4.2   7.2 305.4 11 11
 20100815 1200  -6.6   4.5   8.0 304.2 11 11
 20100816 1200  -7.0   1.0   7.1 277.9 11 11
 20100817 1200  -6.4   0.3   6.4 272.4 11 11
 20100818 1200  -5.1   1.9   5.5 290.0 11 11
 20100819 1200  -5.2   3.5   6.3 303.6 11 11
 20100820 1200  -5.6   4.9   7.4 311.5 11 11
 20100821 1200  -6.0   2.8   6.6 295.2 11 11
 20100822 1200  -6.3   0.7   6.3 275.9 11 11
 20100823 1200  -6.2   0.2   6.2 272.1 11 11
 20100824 1200  -4.3  -0.5   4.4 263.6 11 11
 20100825 1200  -3.7   1.0   3.9 285.5 11 11
 20100826 1200  -2.9   0.1   2.9 271.4 11 11
 20100827 1200  -4.7  -1.6   5.0 250.9 11 11
 20100828 1200  -3.2  -0.7   3.3 257.7 11 11
 20100829 1200  -2.0  -0.3   2.0 261.1 11 11
 20100830 1200  -2.6   1.9   3.2 306.1 11 11
 20100831 1200  -2.6   0.4   2.7 279.5 11 11
 20100901 1200  -2.6  -0.4   2.6 261.1 11 11
 20100902 1200  -4.0   1.9   4.4 295.4 11 11
 20100903 1200  -4.3   2.3   4.9 298.7 11 11
 20100904 1200  -5.0   0.6   5.0 277.2 11 11
 20100905 1200  -5.5  -0.1   5.5 269.0 11 11
 20100906 1200  -5.8   0.4   5.8 273.6 11 11
 20100907 1200  -5.3   0.7   5.4 277.4 11 11
 20100908 1200  -4.8   0.2   4.8 272.4 11 11
 20100909 1200  -3.6   0.2   3.6 273.2 11 11
 20100910 1200  -5.8   1.6   6.0 285.2 11 11
 20100911 1200  -4.5   1.1   4.6 284.5 11 11
 20100912 1200  -4.1   2.3   4.7 299.5 11 11
 20100913 1200  -4.0   0.7   4.0 279.5 11 11
 20100914 1200  -3.7   0.8   3.8 282.5 11 11
 20100915 1200  -4.5   2.4   5.0 297.9 11 11
 20100916 1200  -4.7   2.0   5.1 293.0 11 11
 20100917 1200  -5.2   2.9   5.9 299.1 11 11
 20100918 1200  -6.0   2.2   6.4 290.1 11 11
 20100919 1200  -5.6   2.7   6.2 296.2 11 11
 20100920 1200  -5.7   3.4   6.6 300.7 11 11
 20100921 1200  -4.9   1.8   5.3 290.4 11 11
 20100922 1200  -5.1   1.1   5.2 281.7 11 11
 20100923 1200  -6.2   2.2   6.6 289.8 11 11
 20100924 1200  -5.5   2.1   5.9 291.2 11 11
 20100925 1200  -5.0   2.5   5.6 296.0 11 11
 20100926 1200  -4.4   1.4   4.6 286.9 11 11
 20100927 1200  -4.6   2.4   5.2 297.2 11 11
 20100928 1200  -4.5   0.8   4.6 279.5 11 11
 20100929 1200  -3.6   1.4   3.9 291.4 11 11
 20100930 1200  -4.5   1.1   4.6 284.5 11 11
 20101001 1200  -4.4   1.7   4.7 291.8 11 11
 20101002 1200  -4.5   2.4   5.0 297.9 11 11
 20101003 1200  -5.0   0.6   5.0 277.2 11 11
 20101004 1200  -6.3   0.8   6.3 277.7 11 11
 20101005 1200  -6.1   1.8   6.4 286.6 11 11
 20101006 1200  -6.4   2.5   6.9 291.1 11 11
 20101007 1200  -7.3   2.8   7.8 291.1 11 11
 20101008 1200  -8.0   2.1   8.3 284.9 11 11
 20101009 1200  -7.6   2.3   7.9 286.6 11 11
 20101010 1200  -7.2   1.0   7.3 277.9 11 11
 20101011 1200  -6.2   1.6   6.4 284.9 11 11
 20101012 1200  -6.3   2.0   6.6 288.1 11 11
 20101013 1200  -5.6   2.5   6.2 294.4 11 11
 20101014 1200  -5.8   1.4   6.0 283.3 11 11
 20101015 1200  -4.9   0.8   5.0 279.5 11 11
 20101016 1200  -5.5   1.1   5.6 281.6 11 11
 20101017 1200  -5.8   1.2   6.0 281.4 11 11
 20101018 1200  -6.6   1.5   6.7 282.9 11 11
 20101019 1200  -6.2   1.4   6.3 283.1 11 11
 20101020 1200  -5.7   0.8   5.8 277.5 11 11
 20101021 1200  -5.1  -0.6   5.2 263.9 11 11
 20101022 1200  -5.3   1.7   5.6 287.6 11 11
 20101023 1200  -5.3   1.9   5.7 289.6 11 11
 20101024 1200  -5.6   1.3   5.8 283.4 11 11
 20101025 1200  -6.0   2.2   6.4 290.1 11 11
 20101026 1200  -5.6   1.1   5.8 281.5 11 11
 20101027 1200  -6.8   1.1   6.9 279.5 11 11
 20101028 1200  -7.1   1.8   7.3 284.1 11 11
 20101029 1200  -5.3  -0.1   5.3 268.6 11 11
 20101030 1200  -5.5   0.7   5.6 277.4 11 11
